title,year,poster,season,part,type
shen po,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx102236-nk6PnsNbq0QX.jpg,,,Anime
anisava,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx108748-Xvn5K6MnrIVm.png,,,Anime
little busters sekai no saitou wa ore ga mamoru,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17643-CsVYlTlzAnBI.png,,,Anime
suisei no gargantia ova,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19211.jpg,,,Anime
toaru majutsu no index endymion no kiseki special,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20035-0sBJcXZpjZTl.jpg,,,Anime
tiandi fengyun lu jian xing mo zong,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx131854-xy1VbtaC0tcE.jpg,,,Anime
waisetsu missile the animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/18959.jpg,,,Anime
shin hitou meguri,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19101.jpg,,,Anime
fuurinkanzan,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19523.jpg,,,Anime
junjou juugeki cosplay shoujo,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx118029-5vsToEngBfJM.png,,,Anime
da yoshi p produce ashita no jobuubu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b182547-1nKiqKgzUVKJ.png,,,Anime
ano hi mita hana no namae wo bokutachi wa mada shiranai movie,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx15039-FDT7nClRVzEf.jpg,,,Anime
endless summer,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102382-bob3cCckCi3m.jpg,,,Anime
storywriter,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx102466-eSwFYhs831SW.jpg,,,Anime
buddy spirits,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102636-61eKsFXzojlL.jpg,,,Anime
genshiken nidaime specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19889.jpg,,,Anime
glass no kamen desu ga z ova,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx115759-Iz3zatLBWNmc.png,,,Anime
tamagotchi miracle friends,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19843.jpg,,,Anime
saimin jutsu zero special,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21036-h5yasf2u5INh.jpg,,,Anime
uchuu kaizoku captain harlock,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx17269-PTlucMYOYZWn.jpg,,,Anime
yozakura quartet tsuki ni naku,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/18499.jpg,,,Anime
frfr free short movie,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19671-UTBAhj1bTxtj.jpg,,,Anime
choegang top plate,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx185967-AZzzqbfn0cnz.png,,,Anime
chihayafuru 2 waga mi yo ni furu nagame seshi ma ni,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/18745.jpg,,,Anime
taka no tsume go yoshida himitsukessha yamerutteyo,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19535.jpg,,,Anime
code geass boukoku no akito 2 hikisakareshi yokuryuu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx15197-edOzRqxHnJrd.png,,,Anime
takanashi rikka kai chuunibyou demo koi ga shitai movie,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19021-4Z0vCkzH3Vmb.jpg,,,Anime
super seisyun brothers,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19841.jpg,,,Anime
gisoku no moses,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx136169-RWyi57JGUR7R.png,,,Anime
kara no kyoukai mirai fukuin,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx14807-R4SzEi0zRDl4.jpg,,,Anime
diabolik lovers,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17513-gfqhEF7XYYvm.jpg,,,Anime
nekketsu tantei jimusho,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20468.jpg,,,Anime
yahari ore no seishun love come wa machigatteiru kochira to shite mo karera kanojora no yukusue ni sachi ookaran koto wo negawazaru wo enai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18753-0UHzxB54fYHY.png,,,Anime
kizuna,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102790-fAmm28nzcpTp.jpg,,,Anime
jigoku de naze warui,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103793-q5kdvUUfEVof.jpg,,,Anime
seikou lose a virgin for the first term,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19633-jcVEBfTuJFQu.png,,,Anime
battle spirits saikyou ginga ultimate zero,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19825-tYWnHBZlqCzY.jpg,,,Anime
viva namida,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21593-NuWjHTNh3oKK.png,,,Anime
amnesia ova,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20734-iwEdamPsODfG.jpg,,,Anime
puchitto gargantia special,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21863-lrBLgeJKbKwN.jpg,,,Anime
candle,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx103498-MVT2Zcl3FTLK.jpg,,,Anime
kikyuu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103770-wAYkYehHUYd2.jpg,,,Anime
code geass hangyaku no lelouch picture drama stage 0 97 hajimari no zenya,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b110253-dLuK4JGoZkRv.jpg,,,Anime
girls und panzer heartful tank disc fushou akiyama yukari no sensha kouza,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b154147-5f3XREOe2xh4.jpg,,,Anime
ake vono,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b113357-26M1ssXaS1a9.jpg,,,Anime
fate kaleid liner prisma☆illya specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19109.jpg,,,Anime
oyako rankan the animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19283.jpg,,,Anime
tayu tayu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19631.jpg,,,Anime
kara no kyoukai mirai fukuin extra chorus,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20697-ALO3Ek7gHvX9.jpg,,,Anime
oshiri kajiri mushi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19755.jpg,Season 2,,Anime
zhandou wang jufeng zhan hun,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx103424-ygIiEMg7dRn2.png,Season 2,,Anime
oned,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121967-EgL0bmeAGSLL.jpg,,,Anime
mattsu to yanma to moburi san nanatsu no hihou to soratobu oshiro,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20975-rngRKzWL6z65.jpg,,,Anime
shimauma to lion,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b117476-sGL8PiHUNFay.jpg,,,Anime
maware toro ika,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b118059-YB5YyZXmELhA.jpg,,,Anime
toshokan rocket,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx178594-2A20aH0cxF7C.png,,,Anime
gaist crusher,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19871-7vq6KJEHfjsW.jpg,,,Anime
miss monochrome the animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20033-rJv0C1BASZMJ.jpg,,,Anime
pocket monsters the origin,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20159-Q4VpDs7q2j3O.png,,,Anime
recorder to randoseru mi☆ special,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20828.jpg,,,Anime
coppelion,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx9479-6Y7eko7qxSDS.png,,,Anime
nagi no asukara,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx16067-CFX0g435pLob.png,,,Anime
kyoukai no kanata,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18153-oDqA9zQzQPOq.png,,,Anime
aikatsu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20181-7Guz6yHESWQY.jpg,Season 2,,Anime
pocket monsters best wishes decolora adventure specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b20570-Pa7k5XxvReui.jpg,Season 2,,Anime
uta no uta,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b125154-U19AV2Cr4Ewn.jpg,,,Anime
golden time,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17895-M8yjOyMxHf5X.jpg,,,Anime
freezing vibration,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18001-ORF1Yuxt1z0I.jpg,,,Anime
is infinite stratos,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/18247.jpg,Season 2,,Anime
strike the blood,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18277-Vwm314Nr6vsg.jpg,,,Anime
kill la kill,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b18679-lbkq7iYESoFW.png,,,Anime
outbreak company,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19369-tqo5gtkecbSZ.jpg,,,Anime
6♥princess,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b102615-KhlxHRkmPse1.png,,,Anime
log horizon,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17265-RyErURYesjJt.jpg,,,Anime
little busters refrain,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18195-r62KJesiZQWb.png,,,Anime
yuusha ni narenakatta ore wa shibushibu shuushoku wo ketsui shimashita,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18677-RslU1i7Ke7zL.jpg,,,Anime
hajime no ippo rising,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19647-cIy7ShTL6e9h.jpg,,,Anime
sekai de ichiban tsuyoku naritai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx11763-ONGmRd3P4Djv.jpg,,,Anime
phi brain kami no puzzle,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/15651.jpg,Season 3,,Anime
kuroko no basket,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx16894-iXt8GDs1L6dr.jpg,Season 2,,Anime
white album,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18245-7eMtaBsi00dl.jpg,Season 2,,Anime
gingitsune,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18411-yKvlUayZ6Bz2.png,,,Anime
yozakura quartet hana no uta,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18497-LT4KeTvilo8u.png,,,Anime
diamond no ace,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18689-LRIiRcgTJS1f.jpg,,,Anime
meganebu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19257-X1MvE1Qdy289.jpg,,,Anime
naruto shippuuden sunny side battle,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n19511-8DIUleQ5KUgq.jpg,,,Anime
ansatsu kyoushitsu jump festa 2013 special,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b19759-rmrZRS3hv6Tr.jpg,,,Anime
tesagure bukatsumono,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19919-VMzqb5GSKa4B.jpg,,,Anime
teekyuu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20444.jpg,Season 3,,Anime
seiyuu sentai voicetorm,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20445.jpg,Season 7,,Anime
machine doll wa kizutsukanai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17247-6rBtW91NX882.jpg,,,Anime
magi the kingdom of magic,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18115-dilbAD4yGMfc.png,,,Anime
walkure romanze,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b19151-cfaUlqaOWke9.jpg,,,Anime
gundam build fighters,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19319-0YuU672PSgix.jpg,,,Anime
maid of the dead,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20460.jpg,,,Anime
non non biyori,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17549-ROdV36u4nWkU.png,,,Anime
yowamushi pedal,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18179-YG0tghcQBxGe.png,,,Anime
aoki hagane no arpeggio ars nova,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18893-WqI68JXKBn2u.jpg,,,Anime
tokyo ravens,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx16011-orxVpks3jG9U.jpg,,,Anime
blazblue alter memory,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18767-d0WG5AuetQZ9.jpg,,,Anime
land,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx107942-VVykiZOHk2ZH.jpg,,,Anime
kakumeiki valvrave,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18295-BhCBBJctIgNp.jpg,Season 2,,Anime
ore no nounai sentakushi ga gakuen love comedy wo zenryoku de jama shiteiru,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19221-gYYDXIVzas7u.jpg,,,Anime
kyousougiga tv,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19703-OpohqKDqXIp9.png,,,Anime
samurai flamenco,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19365-Q6AIDGI2139N.jpg,,,Anime
galilei donna,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19367-4Z0HfR4AQ3Dd.png,,,Anime
koroshiya san the hired gun,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20329.jpg,,,Anime
lu shidai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx99660-Bg9YJTlDn8aq.png,,,Anime
norasco,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b115296-Ucg3cqZ9vs2P.jpg,,,Anime
himitsu no beach,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108088-NE5ITWXtR3mb.png,,,Anime
shashinkan,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20469.jpg,,,Anime
hinata no aoshigure,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20471-jOnMB6MGPtvQ.jpg,,,Anime
therapy,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx106222-ZIzENKT1ZDt0.png,,,Anime
kill me baby ova,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20039.jpg,,,Anime
pocket monsters xy,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19291-jwGqfWIXPtGA.png,,,Anime
dpr special movie,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx102712-xqo9IKTvltQj.png,,,Anime
zecchou rocket,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19629.jpg,,,Anime
control bear wonder garden,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20673.jpg,,,Anime
hana no zundamaru,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/100983-EzaIm2fbP8TX.jpg,,,Anime
wonderland,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103528-hEh7nV0HCGlo.jpg,,,Anime
kon ga oshiete moshi agemasu maru wakari tokyo ravens,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20896.jpg,,,Anime
kagachi sama onagusame tatematsurimasu netorare mura inya hanashi the animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19857.jpg,,,Anime
yokujou bazooka the animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19859.jpg,,,Anime
teekyuu 2 specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20450.jpg,,,Anime
right places sono toki boku no irubeki basho,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103002-2fFQV21DpmzI.jpg,,,Anime
mahou shoujo madoka☆magica hangyaku no monogatari,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b11981-koz1IoISs3eU.jpg,,,Anime
dokidoki precure mana kekkon mirai ni tsunagu kibou no dress,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17357-psOCHOOkScfh.png,,,Anime
bouken no susume,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx103784-RNE5QWGE6bHm.png,,,Anime
polaris,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx140864-uSjrYERX8Uht.png,,,Anime
is infinite stratos 2 hitonatsu no omoide,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20045.jpg,,,Anime
tamayura more aggressive picture drama,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx114679-weIvtqFTgBUA.png,,,Anime
kansen ball buster the animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21060-CAOekPi19kKH.jpg,,,Anime
boku wa kimi wo warawanai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx103296-EYoegDFTx22a.jpg,,,Anime
ab rah,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b113353-m9Wc7zUBfyoq.jpg,,,Anime
anta e,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx140077-vJO3BGsa6RTL.png,,,Anime
sakasama no patema,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx12477-KtZm8BuvrPYo.jpg,,,Anime
tsukiyomi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103540-sg4YsPDYoHTl.jpg,,,Anime
shijou saikyou no deshi kenichi ova specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/101928-kMGQQiunTbnP.jpg,,,Anime
chao shen youxi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx102689-myID5XnlQZgU.png,,,Anime
koukaku kidoutai arise episode jp,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120896-sJSDpEiD1TwR.jpg,,,Anime
lupin iii princess of the breeze kakusareta kuuchuu toshi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx20141-1VtZnvaHOHGl.jpg,,,Anime
genei wo kakeru taiyou fumikome nai kokoro,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20187.jpg,,,Anime
kazoku no hanashi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/98136-hFRxBNhicXEP.jpg,,,Anime
juugo shounen hyouryuuki kaizoku jima de daibouken,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b149036-UaxNOFJEwnpl.jpg,,,Anime
kyoukai no kanata idol saiban mayoi nagara mo kimi wo sabaku tami,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b20524-v5vNMF3Pw8eD.jpg,,,Anime
jinxiu shenzhou zhi qi you ji,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n104558-3gzwncVowrW7.jpg,,,Anime
saibi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx100931-zX8uxjCEfkZ6.jpg,,,Anime
tenioha onna no ko datte honto wa ecchi da yo,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/18693-U66vAyIfzdlH.jpg,,,Anime
kichiku haha shimai choukyou nikki,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx21063-AaiDmhE1vuqy.jpg,,,Anime
persona 3 the movie 1 spring of birth,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b14407-MgkKNW85qOot.png,,,Anime
kaguya hime no monogatari,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/16664-Wakrc8rbBkor.jpg,,,Anime
bayonetta bloody fate,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20442-h9FYhs7SrKGj.jpg,,,Anime
peaceful times f02 petit film,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102096-P27SABRbvxqn.jpg,,,Anime
norman the snowman kita no kuni no aurora,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx127799-A6fhUO0e74z5.jpg,,,Anime
nina,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx108876-XKTQtJoZffWS.png,,,Anime
yugami kun ni wa tomodachi ga inai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx103813-mzxM4uizJicg.png,,,Anime
hidamari sketch sae hiro sotsugyou hen,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17739-RWF701d4svmX.jpg,,,Anime
love live school idol project ova,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20554-6Jk1w1FtOrFA.jpg,,,Anime
music s t a r t,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx99165-bHQECB4d9oNz.jpg,,,Anime
ki de tsukurou,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx102700-uB9L27LtHEQT.jpg,,,Anime
onegai cinderella,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120122-dTAgjvTQxcOL.jpg,,,Anime
dorei usagi to anthony the animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20377-tqVIvoTzQhNK.jpg,,,Anime
junk land the animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20379-pnL243kpoJCU.jpg,,,Anime
taimanin yukikaze,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20860.jpg,,,Anime
oni chichi 2 revenge,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21245-2RCx5cTXd1O1.png,,,Anime
kakushi dere special,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21550-AU5ot9vxKksd.jpg,,,Anime
zheng he 1405 mo hai xun zong,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx109196-SvoVhTC1F1KO.jpg,,,Anime
koukaku kidoutai arise ghost in the shell border 2 ghost whispers,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19191-J5ZBWBTKMTak.png,,,Anime
maware migi nigerunda,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b137505-gl8KEgR2PWuo.png,,,Anime
nanatsu no umi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103946-7TBFu62MTXsi.jpg,,,Anime
blood lad wagahai wa neko de wa nai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18441-UKhY0FflBETV.jpg,,,Anime
taisei kensetsu sri lanka kousokudouro,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20536.jpg,,,Anime
hibi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b178593-eslKm4jFWuIe.png,,,Anime
mirai koushi sacla harima sakura,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b137895-KJBhXpaUB2XR.png,,,Anime
kuroko no basket baka ja katenai no yo,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19669-QUUj3sy8egt5.png,,,Anime
naisho no wakana san,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b10575-g8HMBOUDwcNV.jpg,,,Anime
date a live date to date,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17641-q5VVIoHcFZAZ.jpg,,,Anime
toriko no chigiri,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/18695.jpg,,,Anime
himekishi olivia,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx21073-yyLwtgQPoIKQ.jpg,,,Anime
fake style,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102403-L5z8ucUoTkkS.png,,,Anime
chao shen xueyuan,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx130745-9yKMyybLkBzR.png,,,Anime
lupin iii vs meitantei conan the movie,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18429-vJz2zjLRRve8.jpg,,,Anime
pic lele,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx115198-P3W2QAy14NaZ.png,,,Anime
shingeki no kyojin ova,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18397-AnpwhLkSjYL1.jpg,,,Anime
sekai de ichiban tsuyoku naritai specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20522.jpg,,,Anime
mou hitotsu no mirai wo,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20557.jpg,,,Anime
akichi asobi,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102574-Wb6CScIeqHe0.jpg,,,Anime
kaiketsu zorori mamoru ze kyouryuu no tamago,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19587-C2xvdeZ3LgZ8.jpg,,,Anime
yozakura quartet yoza quar,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20523-vBKAjW2zzd7N.png,,,Anime
double circle,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20532.jpg,,,Anime
si ling bianma shijie caozong zhe,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/99656-MRiIbFCLhAxR.jpg,,,Anime
kakumeiteki broadway shugisha doumei,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104101-3vCRvcLulrsT.jpg,,,Anime
momoya x peeping life go en desu yo ii,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx114472-eZf33xrhqO0p.jpg,,,Anime
isobe isobee monogatari ukiyo wa tsurai yo,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126645-sqjkpqi9tBCu.jpg,,,Anime
genshiken nidaime no roku,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19159-54ox490MBf5H.png,,,Anime
nameko ke no ichizoku,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20484.jpg,,,Anime
koakuma kanojo the animation,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21074-BumDa4qtJWG5.png,,,Anime
dekakute ecchi na ore no ane,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21081-HmknjjqKymrs.jpg,,,Anime
amanee tomodachinchi de konna koto ni naru nante,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21130-8M9Y7c9smqsU.png,,,Anime
donyatsu specials,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126647-xgRy2g6saFEF.jpg,,,Anime
xi yangyang yu hui tailang lan yangyang dang dachu,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx131593-zbSAS4FNcOUj.png,,,Anime
pupipo,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20525.jpg,,,Anime
planet valkyrie,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20580.jpg,,,Anime
natsume yuujinchou nyanko sensei to hajimete no otsukai,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/18849.jpg,,,Anime
uta no☆prince sama♪ maji love 2000 shining star xmas,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19251.jpg,,,Anime
